id,mz,rt,ms1_isotopes,hyuA_13CUA_1,hyuA_13CUA_2,hyuA_13CUA_3,WT_13CUA_1,WT_13CUA_2,WT_13CUA_3
206.1515@6.815,206.1515,6.815,206.15152:9583 207.15487:758 208.15823:0,50300,49931,54180,58864,57937,65489
207.1121@0.79,207.1121,0.79,207.11206:8382 208.11541:1326 209.11877:1864,20631,20489,19650,19446,21915,18592
207.1334@4.942,207.1334,4.942,207.13336:6951 208.13671:1014 209.14007:0,15928,16311,15073,13808,13940,14251
207.1335@5.338,207.1335,5.338,207.13351:4189 208.13686:858 209.14022:265,3354,6503,4989,7799,10444,7828
208.0633@0.945,208.0633,0.945,208.06332:15948 209.06667:1496 210.07003:1016,33402,26291,32021,29698,35592,31597
208.0993@0.895,208.0993,0.895,208.09926:4168 209.10261:2362 210.10597:4982,9754,9231,8570,10210,9500,12222
208.1049@5.222,208.1049,5.222,208.10493:5144 209.10828:893 210.11164:0,9285,10876,11032,12042,15009,14208
208.105@5.126,208.105,5.126,208.10504:18428 209.10839:2473 210.11175:0,29802,29016,32051,33528,44114,46027
210.1101@2.78,210.1101,2.78,210.11014:6493 211.11349:1762 212.11685:6253,21091,22677,26525,725,932,587
211.105@5.756,211.105,5.756,211.10503:32893 212.10838:3199 213.11174:305,70342,69171,92921,60122,60800,68402
212.0893@5.107,212.0893,5.107,212.08928:31801 213.09263:3329 214.09599:750,82982,78856,84203,78070,73379,72352
212.1393@4.729,212.1393,4.729,212.13927:17172 213.14262:2433 214.14598:275,48671,44476,47631,51576,50179,46810
214.1547@4.528,214.1547,4.528,214.15471:4048 215.15806:0 216.16142:1490,10859,9698,10422,10550,10093,10204
215.6724@8.101,215.6724,8.101,215.67245:3153 216.6758:304 217.67916:0,18339,9932,19533,15131,15281,18810
216.0214@5.337,216.0214,5.337,216.02145:20388 217.0248:1521 218.02816:388,72063,1078,35605,252,88,237
216.0215@4.968,216.0215,4.968,216.0215:13694 217.02485:1026 218.02821:0,25660,29785,24440,21879,19299,22577
216.0801@1.218,216.0801,1.218,216.08011:6097 217.08346:665 218.08682:368,26706,29550,28985,28088,23894,23036
217.0637@2.726,217.0637,2.726,217.06366:6673 218.06701:511 219.07037:377,27037,23812,26540,26275,23596,29806
217.1331@2.901,217.1331,2.901,217.13309:6908 218.13644:909 219.1398:665,23389,26508,23795,25406,23110,24710
218.0404@0.825,218.0404,0.825,218.04041:8428 219.04376:1249 220.04712:1481,8933,11598,14139,9768,13167,16133
218.0752@5.318,218.0752,5.318,218.07524:5847 219.07859:343 220.08195:474,2656,3674,2944,14055,13179,14814
218.1242@6.046,218.1242,6.046,218.12425:12293 219.1276:2872 220.13096:0,28147,29735,30231,29826,29102,29678
219.1118@3.114,219.1118,3.114,219.11183:5003 220.11518:882 221.11854:215,13509,14015,17107,9863,10024,11784
220.0692@5.657,220.0692,5.657,220.06921:3809 221.07256:891 222.07592:0,9691,7703,3399,7916,6935,7848
221.0764@7.204,221.0764,7.204,221.07637:5720 222.07972:507 223.08308:0,19193,19242,17523,20117,18453,17890
222.1118@0.916,222.1118,0.916,222.11182:15664 223.11517:4075 224.11853:2117,43259,40090,40343,47034,43161,43288
222.1205@5.339,222.1205,5.339,222.12047:13443 223.12382:1420 224.12718:567,2415,20665,3004,28436,7758,8777
224.0579@2.863,224.0579,2.863,224.05789:3721 225.06124:0 226.0646:252,14789,14403,13966,14627,14514,18126
225.0992@0.804,225.0992,0.804,225.09917:8303 226.10252:2459 227.10588:695,11210,14007,14150,15757,15098,13149
225.1234@2.604,225.1234,2.604,225.1234:7114 226.12675:1005 227.13011:0,59276,62487,49625,57867,39113,55471
226.9512@5.301,226.9512,5.301,226.95125:45501 227.9546:1688 228.95796:850,123888,69,23269,87,6.85173950195313,82
226.9513@5.162,226.9513,5.162,226.95126:24897 227.95461:844 228.95797:200,156715,26415,8318,1194,2141,1494
226.9513@5.39,226.9513,5.39,226.95128:6122 227.95463:213 228.95799:0,25902,69,45119,6.85173950195313,6.85173950195313,82
228.1708@4.301,228.1708,4.301,228.17079:4364 229.17414:0 230.1775:1306,9705,10196,9213,10286,9948,11113
229.1156@4.934,229.1156,4.934,229.11555:3401 230.1189:459 231.12226:0,10285,9220,9660,8515,7725,8263
229.1178@6.023,229.1178,6.023,229.11784:4112 230.12119:848 231.12455:320,16811,6099,6943,21226,5953,15139
230.0594@1.79,230.0594,1.79,230.05942:4662 231.06277:992 232.06613:396,23985,20985,21136,21844,20550,23608
230.1862@4.523,230.1862,4.523,230.18625:9522 231.1896:1227 232.19296:277,21701,26385,24705,23791,21556,24128
230.6302@7.141,230.6302,7.141,230.63023:3963 231.63358:317 232.63694:0,15490,16058,17687,14210,10652,10966
233.1313@0.957,233.1313,0.957,233.13133:5147 234.13468:1187 235.13804:975,12425,12207,11994,10478,9908,11773
234.071@5.105,234.071,5.105,234.071:53777 235.07435:5688 236.07771:956,120688,138538,93961,94902,53262,41045
234.1208@4.718,234.1208,4.718,234.12077:8366 235.12412:5598 236.12748:673,21711,22074,23573,23594,22398,23039
234.1263@4.504,234.1263,4.504,234.12631:5486 235.12966:7944 236.13302:2144,3964,2713,2778,4795,3561,14718
234.1333@1.423,234.1333,1.423,234.13333:67507 235.13668:9456 236.14004:1525,291596,298379,287895,237813,217393,237333
235.1651@4.566,235.1651,4.566,235.16508:23850 236.16843:3219 237.17179:0,53497,55067,53229,54122,56030,48956
235.1652@4.63,235.1652,4.63,235.16522:146517 236.16857:21798 237.17193:2589,305302,321300,313209,309384,295224,311770
236.094@1.081,236.094,1.081,236.09401:7122 237.09736:1087 238.10072:446,26041,20996,23170,28116,23852,33852
236.1372@7.221,236.1372,7.221,236.13725:9726 237.1406:1130 238.14396:311,30211,26133,26369,32889,29984,27936
238.0751@1.302,238.0751,1.302,238.0751:4945 239.07845:0 240.08181:348,19228,16232,18182,18361,18645,18271
239.1137@5.769,239.1137,5.769,239.11365:3872 240.117:684 241.12036:407,11375,10600,8330,10632,11519,10824
239.6243@7.445,239.6243,7.445,239.6243:12592 240.62765:832 241.63101:0,75704,54211,66493,42806,56666,76323
241.1539@5.064,241.1539,5.064,241.15388:4691 242.15723:886 243.16059:0,17852,14795,15777,15600,18977,19424
242.0375@5.181,242.0375,5.181,242.03749:5840 243.04084:778 244.0442:0,15551,13860,8767,4085,1961,761
242.0814@0.934,242.0814,0.934,242.08142:3991 243.08477:1153 244.08813:0,7358,7805,5407,11006,7413,10291
243.1341@5.381,243.1341,5.381,243.13409:12518 244.13744:2298 245.1408:0,30717,29935,34054,27145,25585,25420
245.0478@5.662,245.0478,5.662,245.04776:9862 246.05111:802 247.05447:0,8.65671157836914,87,29398,8.65671157836914,8.65671157836914,8.65671157836914
245.1488@1.774,245.1488,1.774,245.14883:20024 246.15218:3931 247.15554:3475,111385,111705,102982,114393,99342,119188
246.0207@0.773,246.0207,0.773,246.02075:9342 247.0241:1158 248.02746:1945,11738,25352,18360,18593,20816,13781
246.0355@4.07,246.0355,4.07,246.03549:18701 247.03884:2041 248.0422:1514,54549,53742,57781,57048,57470,60289
246.1158@0.983,246.1158,0.983,246.11584:18081 247.11919:2799 248.12255:1083,89418,85524,84859,78945,79906,66311
247.0296@4.543,247.0296,4.543,247.02956:8602 248.03291:1084 249.03627:1748,20588,21153,19298,15503,16775,15056
247.0797@5.796,247.0797,5.796,247.07971:5010 248.08306:1017 249.08642:245,3075,2946,12100,2668,2697,3240
247.1445@0.808,247.1445,0.808,247.14445:4360 248.1478:0 249.15116:0,9015,10000,9685,9588,9496,10641
248.1484@1.319,248.1484,1.319,248.14841:7550 249.15176:1234 250.15512:0,33224,36345,28743,34508,29979,31845
249.1446@6.994,249.1446,6.994,249.14458:8332 250.14793:406 251.15129:408,27177,27004,24039,33136,30890,33827
250.0951@4.717,250.0951,4.717,250.09508:3294 251.09843:562 252.10179:375,7993,7340,7913,6011,7161,6855
250.1538@6.771,250.1538,6.771,250.15382:5063 251.15717:591 252.16053:0,17812,14214,11823,15389,13452,16055
252.1108@4.512,252.1108,4.512,252.11076:6322 253.11411:1294 254.11747:1159,12931,14264,13870,14131,11913,14114
252.1452@2.766,252.1452,2.766,252.14519:4258 253.14854:2035 254.1519:508,26657,22618,23235,22409,19796,18418
254.149@4.323,254.149,4.323,254.14903:14262 255.15238:3176 256.15574:574,32804,33277,32604,33379,29799,35981
255.0975@5.212,255.0975,5.212,255.09753:20422 256.10088:3700 257.10424:688,56177,45594,50921,34456,27227,25618
256.0528@5.104,256.0528,5.104,256.0528:25189 257.05615:2046 258.05951:455,51541,66334,30973,34283,12766,6887
256.1156@1.421,256.1156,1.421,256.11557:7258 257.11892:1286 258.12228:759,34508,38237,33717,29712,27566,31727
257.1467@4.634,257.1467,4.634,257.14667:193389 258.15002:21182 259.15338:3082,612208,581048,602250,650192,654737,650274
258.1092@3.58,258.1092,3.58,258.10916:7680 259.11251:1905 260.11587:0,34468,31926,34474,31755,33634,34260
258.1112@0.895,258.1112,0.895,258.11121:4049 259.11456:1846 260.11792:1433,12787,11406,11611,14026,10718,16390
258.1449@6.258,258.1449,6.258,258.14487:283464 259.14822:37510 260.15158:4953,757904,747115,763416,751661,726784,749783
259.0921@4.837,259.0921,4.837,259.09207:29194 260.09542:3665 261.09878:1195,63551,61612,63104,64900,65147,68134
262.0162@0.887,262.0162,0.887,262.0162:3942 263.01955:694 264.02291:399,9056,17249,19358,18660,16367,11143
262.0311@1.64,262.0311,1.64,262.03107:81103 263.03442:10583 264.03778:7758,339386,307231,342560,376196,391665,387677
262.1115@1.357,262.1115,1.357,262.11151:41037 263.11486:7209 264.11822:2607,157103,155155,153032,145561,146369,105210
263.0873@6.824,263.0873,6.824,263.08731:6888 264.09066:0 265.09402:524,24921,24533,24155,23322,23124,20374
264.0274@1.641,264.0274,1.641,264.02744:7097 265.03079:910 266.03415:538,28906,26272,28905,34626,34970,34905
264.159@0.853,264.159,0.853,264.159:27080 265.16235:6335 266.16571:1294,88048,79712,83137,76472,64565,77321
264.1592@0.803,264.1592,0.803,264.15915:10483 265.1625:2663 266.16586:1695,18781,17141,16597,12408,13025,17010
264.6486@7.234,264.6486,7.234,264.64865:4819 265.652:224 266.65536:0,19274,19081,11655,20066,19724,14630
265.0268@0.775,265.0268,0.775,265.02679:3965 266.03014:735 267.0335:283,3436,7552,6512,5280,5002,4239
265.1259@5.221,265.1259,5.221,265.12589:4287 266.12924:896 267.1326:617,7602,7989,7967,12694,13169,14778
265.127@5.718,265.127,5.718,265.12704:28003 266.13039:3972 267.13375:2299,36677,35722,90587,28119,32432,33259
265.1271@5.473,265.1271,5.473,265.12714:5126 266.13049:510 267.13385:228,15834,7792,10595,4558,5773,6209
266.1784@8.125,266.1784,8.125,266.17844:17093 267.18179:959 268.18515:235,86239,92612,95973,101909,99307,94694
267.1108@0.887,267.1108,0.887,267.11081:4860 268.11416:2209 269.11752:1015,9787,10644,11890,10928,11763,10411
267.1313@1.775,267.1313,1.775,267.13126:5216 268.13461:0 269.13797:1547,27911,28836,27598,29407,25394,28782
270.1559@5.061,270.1559,5.061,270.15588:8895 271.15923:1812 272.16259:1928,19598,22151,18827,18751,16948,14325
270.1559@5.159,270.1559,5.159,270.15588:4296 271.15923:596 272.16259:0,13330,12633,11504,9892,8584,8614
272.0821@4.493,272.0821,4.493,272.08206:3534 273.08541:1660 274.08877:961,2059,1118,2087,2055,1680,8071
272.1704@7.179,272.1704,7.179,272.17041:9725 273.17376:1739 274.17712:445,22225,22158,21062,26143,29781,39306
273.0788@4.961,273.0788,4.961,273.0788:4979 274.08215:535 275.08551:0,7341,8588,6459,6107,4431,5985
273.0797@5.333,273.0797,5.333,273.07974:34765 274.08309:4700 275.08645:668,90847,9972,54349,3137,391,856
273.1209@4.628,273.1209,4.628,273.12094:60559 274.12429:6382 275.12765:4504,186920,177585,169451,170994,170963,164751
273.1262@1.407,273.1262,1.407,273.12616:4763 274.12951:929 275.13287:0,18258,19565,23470,18685,25263,25106
274.1658@3.447,274.1658,3.447,274.16577:107519 275.16912:22159 276.17248:2042,279200,278518,273124,282605,274622,276912
275.146@6.463,275.146,6.463,275.14603:4158 276.14938:590 277.15274:10785,10247,9882,9947,10685,11347,9754
275.1744@3.768,275.1744,3.768,275.17438:4866 276.17773:1713 277.18109:0,8142,7047,8231,8900,8529,9546
277.6555@7.198,277.6555,7.198,277.65549:9249 278.65884:991 279.6622:0,33607,34110,32897,35517,32264,34831
279.1286@4.578,279.1286,4.578,279.12857:6388 280.13192:3161 281.13528:542,18051,17170,16008,17720,16668,17849
279.1333@1.949,279.1333,1.949,279.13333:6629 280.13668:936 281.14004:361,44118,38011,39252,37800,40951,42917
279.1362@1.23,279.1362,1.23,279.1362:57635 280.13955:10441 281.14291:3531,212900,172078,183916,213091,190969,287292
281.1065@3.994,281.1065,3.994,281.10654:26822 282.10989:4140 283.11325:1338,98295,91224,98216,83125,94095,89450
282.1154@0.899,282.1154,0.899,282.11545:14383 283.1188:3780 284.12216:1568,31795,22724,24378,24694,23370,27567
283.1628@4.622,283.1628,4.622,283.16284:3597 284.16619:0 285.16955:371,10781,11748,10422,11380,11570,11330
284.0089@4.968,284.0089,4.968,284.00888:16632 285.01223:1849 286.01559:484,32382,32660,27884,27033,24449,27765
284.0092@5.331,284.0092,5.331,284.00919:28982 285.01254:2589 286.0159:541,105603,2444,41820,257,25.7053649902344,25.7053649902344
284.1227@4.613,284.1227,4.613,284.12271:16513 285.12606:1912 286.12942:333,57759,61327,58467,60189,55190,64969
284.1241@4.515,284.1241,4.515,284.12408:8194 285.12743:1736 286.13079:320,28815,29523,27890,23312,23216,24487
285.0319@0.809,285.0319,0.809,285.03192:18458 286.03527:3930 287.03863:3283,37548,56122,52356,51351,53269,32985
285.145@0.91,285.145,0.91,285.14499:4972 286.14834:1699 287.1517:1432,17333,15551,15567,14847,13464,15162
285.1679@6.911,285.1679,6.911,285.16788:12301 286.17123:1539 287.17459:0,38253,36856,35909,49212,49557,50258
286.1502@6.164,286.1502,6.164,286.15024:186393 287.15359:28351 288.15695:3681,509380,503299,515735,537480,533724,574585
287.0472@0.774,287.0472,0.774,287.04718:13156 288.05053:2200 289.05389:8237,16236,29620,24225,28513,30215,16835
287.1689@6.032,287.1689,6.032,287.16885:3930 288.1722:752 289.17556:0,12111,11411,11384,11308,11251,11007
288.0893@2.041,288.0893,2.041,288.08932:9206 289.09267:1094 290.09603:626,46371,44029,42423,57040,49309,54071
289.0479@0.774,289.0479,0.774,289.04788:7785 290.05123:1446 291.05459:3853,9152,15724,13272,15082,14111,8662
290.146@7.786,290.146,7.786,290.14603:11362 291.14938:1795 292.15274:0,41762,43252,44812,42338,46755,39751
291.1423@5.386,291.1423,5.386,291.1423:3876 292.14565:0 293.14901:0,11092,16723,10417,15007,10155,11743
292.1295@1.682,292.1295,1.682,292.12946:5249 293.13281:1394 294.13617:0,24160,20549,22088,21227,18128,22484
293.1344@4.089,293.1344,4.089,293.1344:7580 294.13775:1634 295.14111:251,16259,14845,15672,19733,20176,23660
294.9387@5.301,294.9387,5.301,294.93869:6804 295.94204:210 296.9454:0,17944,110,3386,10.9793556213379,10.9793556213379,10.9793556213379
295.042@2.787,295.042,2.787,295.04196:3708 296.04531:406 297.04867:360,28762,16160,17701,22397,24496,17953
297.6656@5.578,297.6656,5.578,297.66562:9613 298.66897:815 299.67233:0,26838,26624,25723,26384,29266,28208
298.0967@1.843,298.0967,1.843,298.09674:15732 299.10009:2693 300.10345:1492,57836,72612,80239,55520,54162,31859
298.1433@0.873,298.1433,0.873,298.14328:31402 299.14663:8270 300.14999:1300,86898,73407,78860,65764,58090,69722
298.1652@3.662,298.1652,3.662,298.16516:15694 299.16851:3270 300.17187:0,33894,33891,32527,42668,38932,41690
300.1547@2.55,300.1547,2.55,300.15472:14008 301.15807:3008 302.16143:978,87808,82390,80201,78033,80225,87478
301.1182@1.246,301.1182,1.246,301.11823:18297 302.12158:3022 303.12494:1395,66339,56688,63698,77821,55300,89245
301.1883@6.221,301.1883,6.221,301.18829:3348 302.19164:445 303.195:0,15115,15775,15654,10717,12783,13814
302.1208@5.803,302.1208,5.803,302.12082:9801 303.12417:1191 304.12753:370,64176,54184,59276,19698,86032,38420
302.1343@6.013,302.1343,6.013,302.13434:169938 303.13769:26197 304.14105:4617,424803,354624,351949,489266,466362,451766
303.0424@0.891,303.0424,0.891,303.04239:5219 304.04574:1216 305.0491:2365,14420,25970,18718,24453,25265,17646
303.1544@6.391,303.1544,6.391,303.15436:29844 304.15771:6025 305.16107:1901,85027,91168,87067,89946,85848,89528
303.1697@0.903,303.1697,0.903,303.16968:8241 304.17303:2422 305.17639:5530,21483,19870,21863,18072,14436,16755
306.0529@0.775,306.0529,0.775,306.05292:7164 307.05627:1569 308.05963:1000,6321,13833,9968,7383,8541,6369
306.6763@7.034,306.6763,7.034,306.6763:4052 307.67965:485 308.68301:705,16558,16802,16988,19989,20459,20308
307.1256@0.91,307.1256,0.91,307.12561:4031 308.12896:1127 309.13232:1850,9178,10105,9885,12451,11724,9063
308.0901@6.341,308.0901,6.341,308.09006:12006 309.09341:1793 310.09677:791,12680,8316,10047,15891,12925,43570
310.0243@5.179,310.0243,5.179,310.02432:4461 311.02767:534 312.03103:0,11715,9886,5481,1227,400,19.3508941650391
311.1451@7.336,311.1451,7.336,311.14508:7863 312.14843:1392 313.15179:0,30986,31187,29311,39677,46986,47969
312.1295@3.424,312.1295,3.424,312.12946:10888 313.13281:1925 314.13617:321,31278,29774,28821,34673,33761,34059
312.6933@6.992,312.6933,6.992,312.69327:4708 313.69662:1804 314.69998:0,15070,12868,11381,17763,17675,18383
313.0356@5.651,313.0356,5.651,313.03561:3150 314.03896:436 315.04232:0,801.13876953125,801.13876953125,8011,801.13876953125,801.13876953125,801.13876953125
313.1363@5.72,313.1363,5.72,313.13626:6222 314.13961:882 315.14297:451,22961,21492,39398,10406,20726,23322
313.1867@6.823,313.1867,6.823,313.18668:10242 314.19003:933 315.19339:0,25089,20017,20793,37452,24731,27393
314.1703@3.758,314.1703,3.758,314.17032:6806 315.17367:943 316.17703:629,10396,6785,9860,15251,11237,15374
315.1654@6.456,315.1654,6.456,315.16537:10553 316.16872:1891 317.17208:0,36869,36130,34345,35402,36592,36500
315.1764@5.991,315.1764,5.991,315.17642:6550 316.17977:1452 317.18313:748,16654,18240,17982,18185,17109,19462
316.1128@4.951,316.1128,4.951,316.11276:9191 317.11611:1110 318.11947:255,19149,17218,20597,19140,22637,20587
316.6661@7.749,316.6661,7.749,316.66608:15202 317.66943:1142 318.67279:0,52067,54075,50902,48018,44503,44396
317.1704@6.035,317.1704,6.035,317.17041:7857 318.17376:2088 319.17712:466,19514,21972,21974,21538,20616,20335
318.1289@6.367,318.1289,6.367,318.12888:9088 319.13223:2018 320.13559:790,23133,19777,21476,26065,24640,26685
320.1252@0.877,320.1252,0.877,320.12521:4966 321.12856:3052 322.13192:472,11952,12176,12341,10088,9658,9418
320.1715@5.212,320.1715,5.212,320.17148:36847 321.17483:7825 322.17819:847,101962,92948,94936,74062,62961,60884
321.1572@8.069,321.1572,8.069,321.15717:9752 322.16052:1111 323.16388:457,81982,75726,85130,41497,75001,61580
321.2064@3.415,321.2064,3.415,321.20636:18861 322.20971:5661 323.21307:729,49182,48071,45691,50796,52907,52557
321.6582@6.615,321.6582,6.615,321.6582:8844 322.66155:476 323.66491:0,25791,28955,31747,23088,24884,28190
322.1476@5.735,322.1476,5.735,322.14755:6991 323.1509:1928 324.15426:364,7063,5604,18968,4962,4944,5863
322.6713@7.312,322.6713,7.312,322.67133:3902 323.67468:523 324.67804:578,17202,7079,15738,16939,14860,11788
323.1684@5.452,323.1684,5.452,323.16843:5014 324.17178:1428 325.17514:0,16580,12893,10578,7532,5198,6881
323.1935@0.907,323.1935,0.907,323.19354:6619 324.19689:1538 325.20025:852,18259,21044,18961,19369,19084,17686
324.0576@7.42,324.0576,7.42,324.05762:4964 325.06097:599 326.06433:0,25936,26721,25225,30227,30314,27149
324.1036@5.14,324.1036,5.14,324.10361:29525 325.10696:4735 326.11032:3983,61105,62000,68707,65994,68946,67903
324.1149@6.013,324.1149,6.013,324.11493:4241 325.11828:1000 326.12164:370,9333,7866,8371,10739,9571,10661
324.1294@6.488,324.1294,6.488,324.12936:3730 325.13271:623 326.13607:227,11044,10584,11734,11786,11205,12906
325.042@6.7,325.042,6.7,325.04202:7708 326.04537:593 327.04873:476,39845,38062,39033,42904,43241,37056
326.1026@5.143,326.1026,5.143,326.10257:3208 327.10592:1678 328.10928:321,5495,5801,6841,8319,7785,7759
326.1704@2.654,326.1704,2.654,326.17041:8025 327.17376:1648 328.17712:644,64918,64386,61429,66978,27966,34386
326.3045@0.737,326.3045,0.737,326.30453:3458 327.30788:1383 328.31124:784,5333,5164,4873,8884,6652,8034
327.1158@5.168,327.1158,5.168,327.11584:3488 328.11919:873 329.12255:0,10180,10408,9543,11753,10412,10468
327.1652@6.138,327.1652,6.138,327.16525:7142 328.1686:1765 329.17196:519,25377,16858,13712,40604,19618,22964
328.1061@6.8,328.1061,6.8,328.10608:4694 329.10943:525 330.11279:0,15229,31148,2338,39170,1871,627
328.1495@4.295,328.1495,4.295,328.14948:15446 329.15283:2971 330.15619:0,72565,120337,72548,121398,89062,123890
328.1501@4.804,328.1501,4.804,328.15005:4661 329.1534:1277 330.15676:320,22679,23239,22992,23229,22419,25166
329.1564@6.691,329.1564,6.691,329.1564:5600 330.15975:900 331.16311:922,26428,25944,26316,28390,25652,27442
330.1651@5.757,330.1651,5.757,330.1651:35111 331.16845:6644 332.17181:1229,84294,79749,69511,108766,96807,102610
332.1266@3.054,332.1266,3.054,332.12662:28451 333.12997:6069 334.13333:1682,107774,105112,107166,116771,114558,120167
332.1447@6.323,332.1447,6.323,332.14468:19302 333.14803:3587 334.15139:1202,51473,48490,45414,65116,57005,58168
332.3301@1.512,332.3301,1.512,332.33011:53664 333.33346:12930 334.33682:2342,18476,16467,10115,10223,11705,274302
333.1644@6.544,333.1644,6.544,333.16437:5680 334.16772:935 335.17108:330,15007,16039,14966,15764,14684,17644
334.1386@2.833,334.1386,2.833,334.13864:5507 335.14199:1066 336.14535:260,24968,25086,23436,23538,21886,25269
335.1957@0.929,335.1957,0.929,335.19568:7824 336.19903:2565 337.20239:1660,21791,19987,18973,23192,17793,21826
336.1213@5.68,336.1213,5.68,336.12131:10334 337.12466:1467 338.12802:8157,33990,33916,27582,35629,32914,34749
337.1541@0.93,337.1541,0.93,337.15411:5261 338.15746:2217 339.16082:1879,12844,14330,14194,11906,10575,11382
338.0946@4.954,338.0946,4.954,338.09464:3457 339.09799:410 340.10135:0,6825,7294,7033,6769,7135,7254
338.1181@5.368,338.1181,5.368,338.11807:4733 339.12142:727 340.12478:0,29413,9812,25115,4324,2051,2222
339.2491@0.802,339.2491,0.802,339.24908:3202 340.25243:1181 341.25579:724,6074,4747,6148,4504,4590,5783
